0: 50.0
100: 16.10891089108911
200: 24.28358208955224
300: 31.259136212624586
400: 36.38154613466334
500: 41.92814371257485
600: 45.85024958402662
700: 48.62910128388017
800: 50.13358302122347
900: 52.74916759156493
1000: 58.39360639360639
1100: 63.12534059945504
1200: 67.0699417152373
1300: 69.93543428132206
1400: 72.57815845824412
1500: 75.04330446369087
1600: 77.1524047470331
1700: 78.91651969429748
1800: 80.69572459744586
1900: 82.11309836927933
2000: 83.15392303848076
2100: 84.19752498810091
2200: 85.11949114039074
2300: 86.28031290743155
2400: 86.84089962515618
2500: 87.54818072770891
2600: 88.319876970396
2700: 89.05664568678267
2800: 89.7743662977508
2900: 90.35056876938987
3000: 90.9793402199267
3100: 91.43598839084166
3200: 92.00531084036238
3300: 92.35383217206908
3400: 92.72037635989415
3500: 93.28706083976007
3600: 93.93390724798667
3700: 94.32937044042151
3800: 94.67719021310181
3900: 95.01922583952833
4000: 95.43539115221195
4100: 95.94830529139234
4200: 96.0571292549393
4300: 96.39014182748198
4400: 96.45989547830038
4500: 96.59720062208397
4600: 96.73896978917627
4700: 96.8957668581153
4800: 97.00458237867112
4900: 97.21138543154458
